"Course Number","Course Title","Course Catalog Code","Course Department Code","Prim Assoc","Meeting Number","Class Meeting Days","Class Begin Time (24 Hour)","Class End Time (24 Hour)","Instructor Name","Print on Schedule (Y/N)","Campus Code","Building Code","Room Number","Session Code","Year","Section Status","Section Number"
"CORE001  SC","Histories of the Present","UG12","SHUM","SC",64785,"--TWR--",1100,1150,"Rachlin, Nathalie M.","Y","SC","BL","218","FA",2012,"O","13"
"CORE001  SC","Histories of the Present","UG12","SHUM","SC",64788,"--TWR--",1100,1150,"Roberts, Rita","Y","SC","PAC","GARR","FA",2012,"O","14"
"CORE001  SC","Histories of the Present","UG12","SHUM","SC",64787,"--TWR--",1100,1150,"Roberts, Rita","Y","SC","HM","104","FA",2012,"O","14"
"CORE001  SC","Histories of the Present","UG12","SHUM","SC",64790,"--TWR--",1100,1150,"Roselli, David","Y","SC","PAC","GARR","FA",2012,"O","15"
"CORE001  SC","Histories of the Present","UG12","SHUM","SC",64789,"--TWR--",1100,1150,"Roselli, David","Y","SC","HM","203","FA",2012,"O","15"
"CORE001  SC","Histories of the Present","UG12","SHUM","SC",64791,"--TWR--",1100,1150,"Scott-Kakures, Dion","Y","SC","HM","121","FA",2012,"O","16"
"CORE001  SC","Histories of the Present","UG12","SHUM","SC",64792,"--TWR--",1100,1150,"Scott-Kakures, Dion","Y","SC","PAC","GARR","FA",2012,"O","16"
"CORE001  SC","Histories of the Present","UG12","SHUM","SC",64795,"--TWR--",1100,1150,"Spezio, Michael L.","Y","SC","PAC","GARR","FA",2012,"O","17"
"CORE001  SC","Histories of the Present","UG12","SHUM","SC",64793,"--TWR--",1100,1150,"Spezio, Michael L.","Y","SC","ST","107","FA",2012,"O","17"
"CORE003AASC","The Arts: Visions of Humanity","UG12","SHUM","SC",63998,"--T-R--",935,1050,"Abrams, Gail","Y","SC","VN","100","FA",2012,"O","01"
"CORE003BASC","Biblical Fictions","UG12","SHUM","SC",64000,"--T-R--",935,1050,"Jacobs, Andrew","Y","SC","PAC","118","FA",2012,"O","01"
"CORE003CASC","Creating Archives","UG12","SHUM","SC",64001,"--T-R--",935,1050,"Wernimont, Jacqueline","Y","SC","HM","102","FA",2012,"O","01"
"CORE003CBSC","Cyberculture and Posthuman Age","UG12","SHUM","SC",64208,"-M-W---",1445,1600,"Wood, Jennifer Jenkins","Y","SC","ST","5","FA",2012,"O","01"
"CORE003DASC","Discord and Dialog","UG12","SHUM","SC",64202,"---W---",1445,1730,"Avnur, Yuval","Y","SC","BL","218","FA",2012,"O","01"
"CORE003EASC","Ecological Justice","UG12","SHUM","SC",64024,"--T-R--",1315,1430,"Kim, Thomas P.","Y","SC","HM","103","FA",2012,"O","01"
"CORE003IASC","Islam versus the West?","UG12","SHUM","SC",64105,"-M-----",1445,1730,"Deeb, Lara","Y","SC","HM","103","FA",2012,"O","01"
"CORE003KASC","Keywords","UG12","SHUM","SC",64107,"--T-R--",935,1050,"Crowley, Anthony E.","Y","SC","HM","101","FA",2012,"O","01"
"CORE003MASC","The Mechanical Eye","UG12","SHUM","SC",64109,"-M-W---",1615,1730,"Gonzales-Day, Ken","Y","SC","LA","119","FA",2012,"O","01"
"CORE003MASC","The Mechanical Eye","UG12","SHUM","SC",64796,"-M-W---",1615,1730,"Gonzales-Day, Ken","Y","SC","ST","5","FA",2012,"O","01"
"CORE003MBSC","The Contemporary Artist Book","UG12","SHUM","SC",64111,"---W---",1445,1730,"Maryatt, Kitty","Y","SC","BL","208","FA",2012,"O","01"
"CORE003MCSC","Mathematics in Our Culture","UG12","SHUM","SC",65613,"--T-R--",1200,1310,"Towse, Christopher W.","Y","SC","BL","218","FA",2012,"O","01"
"CORE003OASC","Oral Hist:Theory+Method+Practice","UG12","SHUM","SC",64113,"--T-R--",935,1050,"Delmont, Matthew","Y","SC","HM","202","FA",2012,"O","01"
"CORE003RASC","Male Body in Contemp Art+Culture","UG12","SHUM","SC",64142,"---W---",1445,1730,"Davis, Adam","Y","SC","ST","107","FA",2012,"O","01"
"CORE003SASC","Sexuality of Citizenship in U.S.","UG12","SHUM","SC",64169,"-M-W---",1445,1600,"Guzaitis, Christine E.","Y","SC","HM","105","FA",2012,"O","01"
"CORE003SBSC","Sites of Seduction","UG12","SHUM","SC",64170,"---W---",1445,1730,"Haskell, Eric T.","Y","SC","HM","201","FA",2012,"O","01"
"CORE003SCSC","SoCal and Hollywood Film","UG12","SHUM","SC",64171,"---W---",1445,1730,"Rankaitis, Susan","Y","SC","LA","221","FA",2012,"O","01"
"CORE003SCSC","SoCal and Hollywood Film","UG12","SHUM","SC",64172,"-------",0,0,"Rankaitis, Susan","Y","SC","ARR","","FA",2012,"O","01"
"CORE003TASC","Twentieth-Century Music Schism","UG12","SHUM","SC",64188,"-M-W---",1445,1600,"Cubek, David","Y","SC","PAC","119","FA",2012,"O","01"
"CORE003UASC","Women's Work & Collective Action","UG12","SHUM","SC",64207,"--T-R--",1445,1600,"Tran, Kim-Trang T.","Y","SC","ST","101","FA",2012,"O","01"
"CORE003WASC","What is Happiness?","UG12","SHUM","SC",64189,"--T-R--",1445,1600,"Rachlin, Nathalie M.","Y","SC","HM","103","FA",2012,"O","01"
"CREA018  PZ","History of the Creative Process","UG12","ZCRE","PZ",64034,"--T-R--",1200,1310,"Wachtel, Albert","Y","PZ","SC","230","FA",2012,"O","01"
"CREA159B PZ","Shakespeare: Tragedy & Beyond","UG12","ZCRE","PZ",64057,"---W---",1445,1730,"Wachtel, Albert","Y","PZ","SC","230","FA",2012,"O","01"
"CSCI005  HM","Introduction to Computer Science","UG12","HCSI","HM",63146,"--T-R--",935,1050,"Dodds, Zachary B.","Y","HM","GA","PRYN","FA",2012,"O","01"
"CSCI005  HM","Introduction to Computer Science","UG12","HCSI","HM",63572,"--T-R--",1315,1430,"Dodds, Zachary B.","Y","HM","GA","PRYN","FA",2012,"O","02"
"CSCI005  HM","Introduction to Computer Science","UG12","HCSI","HM",63147,"--T-R--",1315,1430,"Kuenning, Geoffrey H.","Y","HM","GA","EDW","FA",2012,"O","03"
"CSCI005GLHM","Intro Biol and Computer Sci Lab","UG12","HCSI","HM",63149,"-----F-",1500,1700,"Libeskind-Hadas, Ran","Y","HM","BK","B105","FA",2012,"O","01"
"CSCI005GLHM","Intro Biol and Computer Sci Lab","UG12","HCSI","HM",63149,"-----F-",1500,1700,"Bush, Eliot C.","Y","HM","BK","B105","FA",2012,"O","01"
"CSCI005GRHM","Intro Biology and Comp Science","UG12","HCSI","HM",63150,"--T-R--",1315,1430,"Bush, Eliot C.","Y","HM","BK","B126","FA",2012,"O","01"
"CSCI005GRHM","Intro Biology and Comp Science","UG12","HCSI","HM",63150,"--T-R--",1315,1430,"Libeskind-Hadas, Ran","Y","HM","BK","B126","FA",2012,"O","01"
"CSCI005L HM","Intro to Computer Science Lab","UG12","HCSI","HM",63151,"---W---",1445,1645,"Dodds, Zachary B.","Y","HM","BK","B105","FA",2012,"O","01"
"CSCI005L HM","Intro to Computer Science Lab","UG12","HCSI","HM",63152,"---W---",1800,2000,"Dodds, Zachary B.","Y","HM","BK","B105","FA",2012,"O","02"
"CSCI005L HM","Intro to Computer Science Lab","UG12","HCSI","HM",63153,"--T----",1445,1645,"Kuenning, Geoffrey H.","Y","HM","BK","B105","FA",2012,"O","03"
"CSCI005L HM","Intro to Computer Science Lab","UG12","HCSI","HM",63154,"--T----",1800,2000,"Kuenning, Geoffrey H.","Y","HM","BK","B105","FA",2012,"O","04"
"CSCI042  HM","Principles & Practice: Comp Sci","UG12","HCSI","HM",63155,"--T-R--",1315,1430,"Keller, Robert M.","Y","HM","PA","1285","FA",2012,"O","01"
"CSCI051  CM","Introduction to Computer Science","UG12","MMAT","CM",65081,"--T-R--",935,1050,"Staff","Y","CM","RN","15","FA",2012,"O","01"
"CSCI051  PO","Intro to Computer Science w/Lab","UG12","PCSC","PO",64053,"-M-W-F-",900,950,"Bruce, Kim Barry","Y","PO","EDMS","114","FA",2012,"O","01"
"CSCI051  PO","Intro to Computer Science w/Lab","UG12","PCSC","PO",64053,"-M-W-F-",900,950,"Coogan, Kevin P.","Y","PO","EDMS","114","FA",2012,"O","01"
"CSCI051  PO","Intro to Computer Science w/Lab","UG12","PCSC","PO",64054,"-M-W-F-",1000,1050,"Coogan, Kevin P.","Y","PO","EDMS","114","FA",2012,"O","02"
"CSCI051  PO","Intro to Computer Science w/Lab","UG12","PCSC","PO",64054,"-M-W-F-",1000,1050,"Bruce, Kim Barry","Y","PO","EDMS","114","FA",2012,"O","02"
"CSCI051 LPO","Lab, Intro to Computer Science","UG12","PCSC","PO",64474,"----R--",1315,1600,"Bruce, Kim Barry","Y","PO","EDMS","229","FA",2012,"O","01"
"CSCI051 LPO","Lab, Intro to Computer Science","UG12","PCSC","PO",64474,"----R--",1315,1600,"Coogan, Kevin P.","Y","PO","EDMS","229","FA",2012,"O","01"
"CSCI051 LPO","Lab, Intro to Computer Science","UG12","PCSC","PO",64476,"-----F-",1315,1600,"Bruce, Kim Barry","Y","PO","EDMS","229","FA",2012,"O","02"
"CSCI051 LPO","Lab, Intro to Computer Science","UG12","PCSC","PO",64476,"-----F-",1315,1600,"Coogan, Kevin P.","Y","PO","EDMS","229","FA",2012,"O","02"
"CSCI051 LPO","Lab, Intro to Computer Science","UG12","PCSC","PO",64475,"-----F-",1315,1600,"Coogan, Kevin P.","Y","PO","EDMS","219","FA",2012,"O","03"
"CSCI051 LPO","Lab, Intro to Computer Science","UG12","PCSC","PO",64475,"-----F-",1315,1600,"Bruce, Kim Barry","Y","PO","EDMS","219","FA",2012,"O","03"
"CSCI052  PO","Fundamentals of Computer Science","UG12","PCSC","PO",64477,"--T-R--",1315,1430,"Bull, Everett L.,, Jr.","Y","PO","SCOM","102","FA",2012,"O","01"
"CSCI060  HM","Principles of Computer Science","UG12","HCSI","HM",63156,"-M-W---",1315,1430,"Dodds, Zachary B.","Y","HM","GA","PRYN","FA",2012,"O","01"
"CSCI062  CM","Data Structures &Adv Programming","UG12","MMAT","CM",65083,"--T-R--",1445,1600,"Staff","Y","CM","RN","12","FA",2012,"O","01"
"CSCI070  HM","Data Structures/Prgm Development","UG12","HCSI","HM",63157,"-M-W---",1445,1600,"Staff","Y","HM","MD","DCN","FA",2012,"O","01"
"CSCI070  HM","Data Structures/Prgm Development","UG12","HCSI","HM",63158,"-M-W---",1100,1215,"Staff","Y","HM","MD","DCN","FA",2012,"O","02"
"CSCI081  HM","Computability and Logic","UG12","HCSI","HM",63159,"-M-W---",1100,1215,"Stone, Christopher","Y","HM","BK","B134","FA",2012,"O","01"
"CSCI105  HM","Computer Systems","UG12","HCSI","HM",63160,"-M-W---",1445,1600,"Kuenning, Geoffrey H.","Y","HM","GA","EDW","FA",2012,"O","01"
"CSCI105  HM","Computer Systems","UG12","HCSI","HM",63160,"-M-W---",1445,1600,"Erlinger, Michael A.","Y","HM","GA","EDW","FA",2012,"O","01"
"CSCI105  HM","Computer Systems","UG12","HCSI","HM",63573,"-M-W---",1100,1215,"Kuenning, Geoffrey H.","Y","HM","GA","EDW","FA",2012,"O","02"
"CSCI105  HM","Computer Systems","UG12","HCSI","HM",63573,"-M-W---",1100,1215,"Erlinger, Michael A.","Y","HM","GA","EDW","FA",2012,"O","02"
"CSCI105L HM","Computer Systems Lab","UG12","HCSI","HM",63161,"-----F-",1300,1445,"Kuenning, Geoffrey H.","Y","HM","BK","B105","FA",2012,"O","01"
"CSCI105L HM","Computer Systems Lab","UG12","HCSI","HM",63161,"-----F-",1300,1445,"Erlinger, Michael A.","Y","HM","BK","B105","FA",2012,"O","01"
"CSCI121  HM","Software Development","UG12","HCSI","HM",63162,"--T-R--",1445,1600,"Sweedyk, Elizabeth Ann","Y","HM","GA","PRYN","FA",2012,"O","01"
"CSCI121  HM","Software Development","UG12","HCSI","HM",63162,"--T-R--",1445,1600,"Erlinger, Michael A.","Y","HM","GA","PRYN","FA",2012,"O","01"
"CSCI121L HM","Software Development Lab","UG12","HCSI","HM",64700,"--T----",1601,1730,"Sweedyk, Elizabeth Ann","Y","HM","SP","LSC","FA",2012,"O","01"
"CSCI131  PO","Programming Languages","UG12","PCSC","PO",64479,"-M-W---",1315,1430,"Bruce, Kim Barry","Y","PO","EDMS","114","FA",2012,"O","01"
"CSCI134  HM","Operating Systems","UG12","HCSI","HM",63574,"--T-R--",1445,1600,"Staff","Y","HM","MD","DCN","FA",2012,"O","01"
"CSCI140  PO","Algorithms","UG12","PCSC","PO",64500,"--T-R--",935,1050,"Bull, Everett L.,, Jr.","Y","PO","ML","134","FA",2012,"O","01"
"CSCI151  PO","Artificial Intelligence","UG12","PCSC","PO",64472,"--T-R--",1315,1430,"Sood, Sara Owsley","Y","PO","EDMS","101","FA",2012,"O","01"
"CSCI152  HM","Neural Networks","UG12","HCSI","HM",63575,"-M-W---",1315,1430,"Keller, Robert M.","Y","HM","MD","DCS","FA",2012,"O","01"
"CSCI181C HM","Computer Science Seminar: Domain Specific Languages","UG12","HCSI","HM",64491,"--T-R--",1315,1430,"Wiedermann, Benjamin","Y","HM","MD","DCS","FA",2012,"O","01"
"CSCI181D HM","Computer Science Seminar: Complexity Theory","UG12","HCSI","HM",64702,"--T-R--",935,1050,"Libeskind-Hadas, Ran","Y","HM","BK","B115","FA",2012,"O","01"
"CSCI181E HM","Computer Science Seminar: Fundamentals/ParallelProgramming","UG12","HCSI","HM",65499,"-M-W---",1615,1730,"Libeskind-Hadas, Ran","Y","HM","PA","1285","FA",2012,"O","01"
"CSCI181F PO","Seminar on Big Software","UG12","PCSC","PO",65614,"--T-R--",1445,1600,"Kampe, Mark A.","Y","PO","EDMS","101","FA",2012,"O","01"
"CSCI183  HM","Computer Science Clinic I","UG12","HCSI","HM",63169,"--T----",1100,1200,"Kuenning, Geoffrey H.","Y","HM","BK","B126","FA",2012,"O","01"
"CSCI185  HM","Computer Science Research I","UG12","HCSI","HM",63170,"-------",0,0,"Staff","Y","HM","ARR","","FA",2012,"O","02"
"CSCI185  HM","Computer Science Research I","UG12","HCSI","HM",63171,"-------",0,0,"Staff","Y","HM","ARR","","FA",2012,"O","03"
"CSCI189  HM","Programming Practicum","UG12","HCSI","HM",64486,"--T----",1615,1730,"Dodds, Zachary B.","Y","HM","BK","B126","FA",2012,"O","01"
"CSCI190  PO","Computer Science Senior Seminar","UG12","PCSC","PO",64504,"-----F-",1100,1215,"Coogan, Kevin P.","Y","PO","EDMS","111","FA",2012,"O","01"
"CSCI190  PO","Computer Science Senior Seminar","UG12","PCSC","PO",64507,"-----F-",1315,1430,"Sood, Sara Owsley","Y","PO","EDMS","111","FA",2012,"O","02"
"CSCI191  HM","Computer Science Project I","UG12","HCSI","HM",63178,"-------",0,0,"Staff","Y","HM","ARR","","FA",2012,"O","02"
"CSCI191  HM","Computer Science Project I","UG12","HCSI","HM",63179,"-------",0,0,"Staff","Y","HM","ARR","","FA",2012,"O","03"
"CSCI195  HM","Computer Science Colloquium","UG12","HCSI","HM",63182,"----R--",1615,1730,"O'Neill, Melissa E.","Y","HM","GA","PRYN","FA",2012,"O","01"
"CSCI197  HM","Adv Problems in Computer Science","UG12","HCSI","HM",63183,"-------",0,0,"Staff","Y","HM","ARR","","FA",2012,"O","01"
"CSCI197  HM","Adv Problems in Computer Science","UG12","HCSI","HM",63184,"-------",0,0,"Staff","Y","HM","ARR","","FA",2012,"O","02"
"CSMT183  HM","Computer Science-Math Clinic","UG12","HCSM","HM",63188,"--T----",1100,1200,"Martonosi, Susan E.","Y","HM","BK","B126","FA",2012,"O","01"
"CSMT183  HM","Computer Science-Math Clinic","UG12","HCSM","HM",63188,"--T----",1100,1200,"Kuenning, Geoffrey H.","Y","HM","BK","B126","FA",2012,"O","01"
"DANC010  PO","Beginning Modern Dance","UG12","PTHD","PO",63697,"-M-W---",1300,1430,"Cameron, Laurie E.","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC012  PO","Beginning Ballet I","UG12","PTHD","PO",63702,"--T-R--",1300,1430,"Koenig, Victoria","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC012 PPO","Beginning Ballet I","UG12","PTHD","PO",63703,"--T-R--",1300,1430,"Koenig, Victoria","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC050  PO","Intermediate Modern Dance","UG12","PTHD","PO",63704,"-M-W---",1445,1615,"Pennington, John W.","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC050 PPO","Intermediate Modern Dance","UG12","PTHD","PO",63705,"-M-W---",1445,1615,"Pennington, John W.","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC051  PO","Intermediate Ballet Technique","UG12","PTHD","PO",63707,"--T-R--",1445,1615,"Koenig, Victoria","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC051 PPO","Intermediate Ballet Technique","UG12","PTHD","PO",63706,"--T-R--",1445,1615,"Koenig, Victoria","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC068  SC","Beginning Dance","UG12","SDAN","SC",64818,"-M-W---",1240,1430,"Branfman, Suchi","Y","SC","DN","STU","FA",2012,"O","01"
"DANC076A SC","Modern Dance I","UG12","SDAN","SC",64820,"--T-R--",1440,1630,"Brosterman, Ronalee","Y","SC","DN","STU","FA",2012,"O","01"
"DANC076B SC","Modern Dance I","UG12","SDAN","SC",64820,"--T-R--",1440,1630,"Brosterman, Ronalee","Y","SC","DN","STU","FA",2012,"O","01"
"DANC077A SC","Modern Dance II","UG12","SDAN","SC",64821,"--T-R--",1240,1430,"Abrams, Gail","Y","SC","DN","STU","FA",2012,"O","01"
"DANC077B SC","Modern Dance II","UG12","SDAN","SC",64821,"--T-R--",1240,1430,"Abrams, Gail","Y","SC","DN","STU","FA",2012,"O","01"
"DANC078A SC","Ballet I","UG12","SDAN","SC",64822,"--T-R--",900,1050,"Brosterman, Ronalee","Y","SC","DN","STU","FA",2012,"O","01"
"DANC078A SC","Ballet I","UG12","SDAN","SC",64823,"-----F-",900,1050,"Brosterman, Ronalee","Y","SC","VN","100","FA",2012,"O","01"
"DANC078B SC","Ballet I","UG12","SDAN","SC",64822,"--T-R--",900,1050,"Brosterman, Ronalee","Y","SC","DN","STU","FA",2012,"O","01"
"DANC081A SC","Intro to Jazz Dance","UG12","SDAN","SC",64824,"-M-W---",1440,1630,"Smith, Joel","Y","SC","DN","STU","FA",2012,"O","01"
"DANC081B SC","Intro to Jazz Dance","UG12","SDAN","SC",64824,"-M-W---",1440,1630,"Smith, Joel","Y","SC","DN","STU","FA",2012,"O","01"
"DANC100B SC","Modern Dance III","UG12","SDAN","SC",64825,"-M-W---",1840,2030,"Smith, Joel","Y","SC","DN","STU","FA",2012,"O","01"
"DANC103  SC","Laban Movement Analysis","UG12","SDAN","SC",64826,"---W-F-",1100,1230,"Abrams, Gail","Y","SC","DN","STU","FA",2012,"O","01"
"DANC110A SC","Ballet II","UG12","SDAN","SC",64827,"-M-W---",900,1050,"Brosterman, Ronalee","Y","SC","DN","STU","FA",2012,"O","01"
"DANC110A SC","Ballet II","UG12","SDAN","SC",64823,"-----F-",900,1050,"Brosterman, Ronalee","Y","SC","VN","100","FA",2012,"O","01"
"DANC110B SC","Ballet II","UG12","SDAN","SC",64827,"-M-W---",900,1050,"Brosterman, Ronalee","Y","SC","DN","STU","FA",2012,"O","01"
"DANC111B SC","Modern Dance IV","UG12","SDAN","SC",64825,"-M-W---",1840,2030,"Smith, Joel","Y","SC","DN","STU","FA",2012,"O","01"
"DANC120  PO","Modern Dance Technique III","UG12","PTHD","PO",63708,"-M-W---",1630,1800,"Staff","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC120  PO","Modern Dance Technique III","UG12","PTHD","PO",63708,"-M-W---",1630,1800,"Cameron, Laurie E.","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC120 PPO","Modern Dance Technique III","UG12","PTHD","PO",63909,"-M-W---",1630,1800,"Cameron, Laurie E.","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC120 PPO","Modern Dance Technique III","UG12","PTHD","PO",63909,"-M-W---",1630,1800,"Staff","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC122  PO","Modern Dance Technique IV","UG12","PTHD","PO",63910,"-M-W---",1630,1800,"Staff","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC122  PO","Modern Dance Technique IV","UG12","PTHD","PO",63910,"-M-W---",1630,1800,"Cameron, Laurie E.","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC122 PPO","Modern Dance Technique IV","UG12","PTHD","PO",63911,"-M-W---",1630,1800,"Staff","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC122 PPO","Modern Dance Technique IV","UG12","PTHD","PO",63911,"-M-W---",1630,1800,"Cameron, Laurie E.","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC123  PO","Adv Ballet Technique & Theory","UG12","PTHD","PO",63912,"--T-R--",1630,1800,"Koenig, Victoria","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC123  PO","Adv Ballet Technique & Theory","UG12","PTHD","PO",63913,"-----F-",1315,1430,"Koenig, Victoria","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC124  PO","Advanced Ballet Technique","UG12","PTHD","PO",63914,"--T-R--",1630,1800,"Koenig, Victoria","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC124 PPO","Advanced Ballet Technique","UG12","PTHD","PO",63915,"--T-R--",1630,1800,"Koenig, Victoria","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC135  PO","Traditions of World Dance","UG12","PTHD","PO",63917,"-M-W---",1100,1215,"Shay, Anthony","Y","PO","PD","CLAS","FA",2012,"O","01"
"DANC140  PO","Composition 1: Movement Explortn","UG12","PTHD","PO",63918,"-M-W---",1300,1430,"Pennington, John W.","Y","PO","PD","LSTD","FA",2012,"O","01"
"DANC150C PO","Music & Dance of Bali","UG12","PTHD","PO",63919,"-M-----",1600,1800,"Wenten, Nanik S. N.","Y","PO","THAT","BRNT","FA",2012,"O","01"
"DANC150C PO","Music & Dance of Bali","UG12","PTHD","PO",65408,"-M-----",1830,1930,"Hagedorn, Katherine J.","Y","PO","PD","CLAS","FA",2012,"O","01"
"DANC150C PO","Music & Dance of Bali","UG12","PTHD","PO",63919,"-M-----",1600,1800,"Hagedorn, Katherine J.","Y","PO","THAT","BRNT","FA",2012,"O","01"
"DANC150C PO","Music & Dance of Bali","UG12","PTHD","PO",65408,"-M-----",1830,1930,"Wenten, Nanik S. N.","Y","PO","PD","CLAS","FA",2012,"O","01"
"DANC151  PO","African Aesthetics","UG12","PTHD","PO",63920,"-M-W---",1830,2000,"Gadlin, Kimberly A.","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC151 PPO","African Aesthetics","UG12","PTHD","PO",63921,"-M-W---",1830,2000,"Gadlin, Kimberly A.","Y","PO","PD","USTD","FA",2012,"O","01"
"DANC153  PO","Beginning/Interm Jazz Technique","UG12","PDNC","PO",63923,"-M-W---",1100,1215,"Egusa, Kristin","Y","PO","PD","LSTD","FA",2012,"O","01"
"DANC153 PPO","Beginning/Interm Jazz Technique","UG12","PTHD","PO",63922,"-M-W---",1100,1215,"Egusa, Kristin","Y","PO","PD","LSTD","FA",2012,"O","01"
"DANC160  PO","Anatomy and Kinesiology","UG12","PTHD","PO",63924,"--T-R--",1300,1430,"Jolley, Margaret W.","Y","PO","PD","CLAS","FA",2012,"O","01"
"DANC162A SC","Repertory","UG12","SDAN","SC",64809,"-------",0,0,"Brosterman, Ronalee","Y","SC","ARR","","FA",2012,"O","01"
"DANC162B SC","Repertory","UG12","SDAN","SC",64810,"-------",0,0,"Brosterman, Ronalee","Y","SC","ARR","","FA",2012,"O","01"
"DANC175  PO","Alexander Technique in Motion","UG12","PTHD","PO",63925,"--T-R--",1630,1800,"Jolley, Margaret W.","Y","PO","PD","LSTD","FA",2012,"O","01"
"DANC176  PO","Alexander Technique in Motion","UG12","PTHD","PO",63926,"--T-R--",1630,1800,"Jolley, Margaret W.","Y","PO","PD","LSTD","FA",2012,"O","01"
"DANC176 PPO","Alexander Technique in Motion","UG12","PTHD","PO",63927,"--T-R--",1630,1800,"Jolley, Margaret W.","Y","PO","PD","LSTD","FA",2012,"O","01"
"DANC180  PO","Dance Repertory","UG12","PTHD","PO",63928,"-------",0,0,"Cameron, Laurie E.","Y","","ARR","","FA",2012,"O","01"
"DANC180 PPO","Dance Repertory","UG12","PTHD","PO",63929,"-------",0,0,"Cameron, Laurie E.","Y","","ARR","","FA",2012,"O","01"
"DANC181  PO","Dance Repertory","UG12","PTHD","PO",63930,"--T-R--",1830,2000,"Wong, Young T.","Y","","TBA","","FA",2012,"O","01"
"DANC181 PPO","Dance Repertory","UG12","PTHD","PO",63931,"--T-R--",1830,2000,"Wong, Young T.","Y","","TBA","","FA",2012,"O","01"
"DANC191  SC","Senior Thesis in Dance","UG12","SDAN","SC",64816,"-------",0,0,"Staff","Y","SC","ARR","","FA",2012,"O","01"
"DANC192  PO","Senior Project","UG12","PTHD","PO",63792,"-------",0,0,"Cameron, Laurie E.","Y","","ARR","","FA",2012,"O","01"
"DANC193A SC","Production Experience","UG12","SDAN","SC",64811,"-------",0,0,"Abrams, Gail","Y","SC","ARR","","FA",2012,"O","01"
"DANC193B SC","Production Experience","UG12","SDAN","SC",64812,"-------",0,0,"Abrams, Gail","Y","SC","ARR","","FA",2012,"O","01"
"DANC193C SC","Production Experience","UG12","SDAN","SC",64813,"-------",0,0,"Abrams, Gail","Y","SC","ARR","","FA",2012,"O","01"
"DANC193D SC","Production Experience","UG12","SDAN","SC",64814,"-------",0,0,"Abrams, Gail","Y","SC","ARR","","FA",2012,"O","01"
"DANC199  SC","Independent Study in Dance","UG12","SDAN","SC",64815,"-------",0,0,"Staff","Y","SC","ARR","","FA",2012,"O","01"
"EA  010  PO","Intro to Environmental Analysis","UG12","PEVA","PO",64262,"--T-R--",1445,1600,"Hazlett, Richard W.","Y","PO","SN","AUD","FA",2012,"O","01"
"EA  010  PZ","Intro to Environmental Analysis","UG12","ZEVA","PZ",64087,"-M-W-F-",1200,1250,"Herrold-Menzies, Melinda","Y","PZ","AV","201","FA",2012,"O","01"
"EA  010  PZ","Intro to Environmental Analysis","UG12","ZEVA","PZ",65456,"-M-W-F-",900,950,"Herrold-Menzies, Melinda","Y","PZ","BH","210","FA",2012,"O","02"
"EA  020  PO","Nature, Culture and Society","UG12","PEVA","PO",64263,"--T-R--",1315,1430,"Miller, Frank Lubbock,, IV","Y","PO","EDMS","251","FA",2012,"O","01"
"EA  030  PO","Science and the Environment","UG12","PEVA","PO",64264,"-M-----",1900,2150,"Hazlett, Richard W.","Y","PO","EDMS","114","FA",2012,"O","01"
"EA  030L KS","Science and the Environment","UG12","CEA","SC",64616,"-M-W-F-",1000,1050,"Robins, Colin R,, Robins,_Co","Y","CU","KS","125","FA",2012,"O","01"
"EA  030L KS","Science and the Environment","UG12","CEA","SC",64617,"--T----",1230,1430,"Robins, Colin R,, Robins,_Co","Y","PZ","BH","213","FA",2012,"O","01"
"EA  086  PZ","Environmental Justice","UG12","ZEVA","PZ",64022,"---W---",1315,1600,"Sarathy, Brinda","Y","PZ","FL","106","FA",2012,"O","01"
"EA  096  PZ","Hustle & Flow: CA Water Policy","UG12","ZEVA","PZ",64064,"--T-R--",1315,1430,"Sarathy, Brinda","Y","PZ","BE","101","FA",2012,"O","01"
"EA  102  PO","Community Mapping (CP)","UG12","PEVA","PO",64265,"---W---",1315,1600,"Kim, Anna Joo","Y","PO","HN","204","FA",2012,"O","01"
"EA  131  PZ","Restoring Nature","UG12","ZEVA","PZ",64086,"-----F-",1000,1130,"Faulstich, Paul","Y","PZ","ATN","A103","FA",2012,"O","01"
